Order ID,Product,Category,Sub-Category,Quantity,Sales,Cost,Profit,Order Date,Customer ID,Region,Inventory
a97110e8-f0ea-4147-8e08-2628706f1284,Something,Books,Non-Fiction,9,4152.51,3027.69,1124.82,2025-02-28,381f5121-2cd2-41f8-b6c1-b46c3db73955,East,78
982e7e63-ef8b-4dc9-b7bd-3da12761d092,Itself,Home & Kitchen,Furniture,8,1796.4,1354.48,441.92,2025-04-10,b46830d2-8774-4bbb-9d63-8430fe4e4624,North,27
24fa5ead-9c3c-4bfc-81e7-78f617c9da96,Exist,Home & Kitchen,Furniture,6,790.38,719.46,70.92,2025-04-16,66ed20ef-6b0a-4029-8011-e0d5dd51e345,North,52
7b4fcad5-2966-4da3-8aea-c30b7427a967,Recent,Books,Non-Fiction,7,2103.22,1536.99,566.23,2025-03-15,7c7a96e2-699e-407a-9626-6e7c9f46b5c3,West,80
68383848-4911-4aef-a007-ae6a7066e1b3,Interview,Books,Comics,6,1694.7,1545.66,149.04,2024-10-17,c8325ff0-4538-42d3-8dff-4d6d6a21489a,East,43
17300eb6-df1d-4410-b21b-1d935f8b768f,Rate,Electronics,Phones,3,1306.17,1186.35,119.82,2024-08-30,0b6f283d-35f2-4405-92d6-88d23126b5bf,North,86
2d49c7b0-3f6f-4f73-ba3b-a7776a2ed81f,Listen,Books,Non-Fiction,8,2871.2,2648.48,222.72,2025-02-26,d5f05dd3-1877-4f73-910a-a9c57a94000c,North,78
333db99a-5947-4ab0-8ac1-c9d17f154444,Difficult,Books,Fiction,4,646.28,581.88,64.4,2024-12-05,1b11e012-3975-46ee-960d-378a7b037be5,South,71
248461fc-bd8b-424c-8463-941a196cfaac,Again,Books,Non-Fiction,7,4090.17,3075.31,1014.86,2025-04-26,d91c9922-4458-4c27-bdae-369b979d3d0d,East,35
78566ead-95b9-4362-893f-4dafd28ab460,End,Clothing,Women,9,4665.87,3714.93,950.94,2024-12-10,915ddceb-337c-48a3-a30c-e5a6ff1818fe,South,89
88340824-d67b-4f6e-a4c4-58db7ec0facd,Choice,Clothing,Men,1,468.8,350.45,118.35,2024-11-27,12b1a7a4-fb54-4c44-8ff5-2f3d0c5377ec,East,11
f49a0a18-0fc8-4654-89b3-cd5b83be3e6a,Generation,Clothing,Men,3,493.35,429.48,63.87,2025-06-10,d5403fdc-761f-48f4-942e-7f1d31d8931e,North,15
f340112e-00aa-4e04-9c6a-2ae64b93f82c,Large,Clothing,Kids,10,4108.7,3601.4,507.3,2025-04-19,0f0514a5-35bc-40ee-af02-84e6bd55a1c4,West,40
c79c8985-8ea2-4fb6-bf19-acefc4716259,Choose,Clothing,Women,2,115.12,102.3,12.82,2025-05-19,09937e22-e115-41ff-aa47-393bac95dd68,South,34
ad1966a1-f0c9-4afe-9894-0f44ef3e05af,Why,Books,Fiction,9,470.07,441.36,28.71,2025-06-19,b664ee12-cb4f-4bfc-83c9-fc61d649e630,East,56
dcfb54fc-c4dd-4d59-ba98-7296bad95f95,Day,Home & Kitchen,Decor,10,3798.3,3321.8,476.5,2024-11-17,2436e8e2-803a-4963-98fb-ce23dacc436d,West,32
e8cdf980-1612-4f98-bdd9-0acc22388347,Whose,Electronics,Phones,4,2305.76,1696.72,609.04,2024-10-03,cb5882d7-1b06-4959-89d8-d7f2def6b8e1,East,35
a8104736-4e24-48b5-a499-1b53369df3c3,Rather,Electronics,Phones,8,3917.12,3416.96,500.16,2025-05-14,9594f057-fe5b-454d-a157-504da6039e0f,South,32
f5632df3-4254-4f46-bd79-a83e4ce97299,Hear,Books,Non-Fiction,1,511.12,454.1,57.02,2024-08-25,91eeb301-9523-44c1-9d84-725e219c1c46,South,29
b3a32870-9cf6-4e4a-ba80-f8c266bc95ad,Commercial,Electronics,Laptops,2,694.84,477.9,216.94,2025-03-06,2468a28a-325b-44b6-a51e-a83646ef4837,North,85
27db2408-c969-4d62-bc23-d1be5e6e7991,Mind,Electronics,Laptops,10,4593.4,3484.0,1109.4,2024-07-09,e1887ccf-4daf-4992-98ed-549375d5d190,West,65
dbae63c2-c6a9-48e9-9bc7-307b2b63759b,Account,Electronics,Laptops,5,1029.65,950.2,79.45,2025-05-18,7fad604c-c43e-4732-a120-51f511bd0992,North,56
8e7e8f67-d312-4942-b8b3-b228bff54b05,Simply,Books,Non-Fiction,9,3565.44,2977.65,587.79,2024-11-30,8dad4af0-b1da-46a8-ac4d-f198e1d55fca,West,5
c447fbe2-2381-4472-893f-fd0212c0adc2,Popular,Electronics,Laptops,5,1176.25,978.45,197.8,2024-11-27,c1b4eb01-67a9-45f6-907d-3b32fb2ee91c,West,12
d987981c-055d-4321-b02a-b3c65561e525,Piece,Home & Kitchen,Appliances,2,825.6,724.94,100.66,2025-03-17,8b137ad1-e13a-4a0a-a607-fc905687916f,South,67
f5b2ddd0-6e38-4ec9-a080-c2ed0f105c2c,Morning,Home & Kitchen,Appliances,9,3350.34,3005.37,344.97,2024-11-25,4d5faa62-3130-4e26-a360-15deb5aaa943,South,51
e55602d5-d886-4490-9da7-f6c98c159313,Evening,Clothing,Women,6,547.68,475.92,71.76,2024-10-25,774e0991-2b57-4872-9408-15203071e9c3,West,78
7dbe8d83-e4a9-46ba-8051-e58fd9cdf5de,Arrive,Electronics,Laptops,10,1051.5,873.5,178.0,2024-12-11,7e609bc3-4eec-4b97-9cad-e28a26a8162e,North,21
7d795f5c-22fe-48ff-8281-46d4209ce033,Change,Electronics,Accessories,1,107.01,87.9,19.11,2025-06-15,e8a4af2c-7168-427b-aa55-ca5f101571d6,North,78
6783e87d-b8df-40b3-8bc2-cd1557de016c,Cell,Electronics,Phones,5,1001.85,855.35,146.5,2025-05-21,b37db650-ed17-49af-a2af-5c1efca1d72c,North,62
e6a08cd0-55e1-4ff4-b91d-af1b23a31992,Never,Books,Comics,5,441.7,314.5,127.2,2025-01-21,5c7279cc-510b-49db-b6c3-2045ae3d8c75,East,63
71125728-6cdb-46e8-9452-6d4dbde7f9b6,Society,Home & Kitchen,Appliances,4,1440.36,1226.08,214.28,2025-04-11,80de3ff8-c761-4023-bdf4-5b70f669b6e6,North,18
6955e77b-a063-4858-8545-3635926f296b,Western,Electronics,Accessories,10,3141.6,2327.2,814.4,2024-08-02,136bb4c1-4a44-4013-9b0b-be7a378b2a38,North,86
c72ab44a-eeff-42bb-8b06-f494a36beab3,Woman,Home & Kitchen,Furniture,1,380.46,285.01,95.45,2025-05-31,a69b7b84-463a-4d16-8887-cac7863c4c3f,North,11
7df52448-fc56-49d2-a4e8-cb6a470d6ea1,Item,Electronics,Phones,6,2461.8,1794.96,666.84,2024-10-30,092c62ce-dba5-46db-b278-2e78b04b931a,East,51
ded32c0a-87ba-42ad-836a-21862c02a31b,Might,Home & Kitchen,Appliances,6,3458.58,2960.82,497.76,2024-09-12,47180289-2729-4046-b268-e9725d90f43e,West,5
1d69583b-6a2a-47dc-8546-92122d8dfaa8,Have,Electronics,Laptops,10,4931.7,3416.7,1515.0,2025-04-27,f283d39e-9cdf-46c7-ad40-a1ec6eba36bb,North,16
0c7cd7c9-32cb-461a-8fe2-e27e5eea9d3a,Mean,Books,Non-Fiction,5,1117.75,947.4,170.35,2025-03-24,444bf534-fb73-4df7-a151-d471b391c6db,North,34
aefcb849-f5ba-4aa8-a01e-b8cd56d3df09,Never,Books,Fiction,3,1075.02,755.82,319.2,2025-04-09,b9096674-b9e0-4fea-b4af-08912fc24363,South,80
757f7f52-ecdb-4328-b780-55753c662806,Size,Electronics,Laptops,3,1492.11,1288.86,203.25,2024-11-06,d28bb1a6-ce98-4b90-bd5a-ab294078a3be,East,21
4e7ecab4-4209-4296-ac64-fc8feb59006e,Day,Books,Fiction,10,5362.7,4091.5,1271.2,2025-04-22,da168952-2e7f-47b2-bf98-f6899bf100bd,East,78
ca71da94-f036-4caf-a315-82d81bb68086,Glass,Clothing,Men,3,1342.95,909.33,433.62,2025-01-17,a7525209-ac42-4651-8ea4-f29d60ab9e30,West,79
975cd838-777f-4d0a-b2d1-9a9d9dc78919,A,Clothing,Women,7,2807.84,2397.36,410.48,2024-10-24,af1b35d5-847b-47ff-896e-060ec49d14fc,South,37
acc99dc1-d2f7-4c1d-8a45-1260a0d21474,Something,Electronics,Accessories,3,1299.33,1116.48,182.85,2025-03-27,c435890d-b84d-49be-a035-c1b9e6b6cda9,North,8
7ecb6f73-6635-4763-9959-db15816b00bd,Answer,Books,Fiction,6,680.52,604.02,76.5,2025-02-12,885eb2b2-bf7e-410a-a73b-347ed9055cc8,South,9
329a07b1-38f4-4c6d-a4d4-1ce0d75e510b,Eight,Home & Kitchen,Decor,4,2642.32,1784.16,858.16,2025-04-06,d92881f3-2fc3-47ac-9f62-364984cf58d7,West,47
01f780ec-032b-4181-a1df-781d9b56513c,Situation,Home & Kitchen,Appliances,10,3235.9,2578.3,657.6,2025-02-01,3cae6be5-09e5-4ace-b7f4-fd0107878236,East,65
51aa7a55-4aab-4a6e-a284-22116f86162d,Arm,Electronics,Accessories,1,271.05,257.42,13.63,2024-10-01,a10c2d20-d6a5-4e18-b0e0-044cca51f132,East,17
5b8c656c-0384-4d00-b608-270c74daac84,Truth,Home & Kitchen,Decor,3,352.14,297.9,54.24,2024-12-29,0be4f2d1-97ad-4d97-9ac4-7f0c2ed0c5b6,North,64
d5f83192-25ec-4085-a120-154568b3f5f3,Light,Books,Comics,3,1771.08,1488.63,282.45,2024-12-17,3e9612f7-c363-4b7e-97a8-0e1d0cf1b551,North,80
84ac1702-1c08-43fe-8876-df7da33f89b6,Science,Clothing,Women,5,1245.15,955.85,289.3,2024-12-31,4c52b706-a7cc-4d63-8ac5-04d570aa4bd9,East,100
6349e09c-a15d-4b13-a999-c1d10f223a9b,Home,Electronics,Laptops,10,2671.3,2228.4,442.9,2024-12-25,9193c225-763c-4b44-8e5a-375f3be7ce57,West,11
